종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"006380","카프로","KOSPI",,"3660","0","0.00","0","0","0","0","0","618539985360","168999996"
"313760","캐리","KOSDAQ","투자주의환기종목(소속부없음)","2985","-40","-1.32","3000","3065","2950","45751","136839135","33453450210","11207186"
"317530","캐리소프트","KOSDAQ","기술성장기업부","4620","-60","-1.28","4670","4755","4510","3022","13951471","46382277480","10039454"
"071850","캐스텍코리아","KOSDAQ","투자주의환기종목(소속부없음)","1643","-2","-0.12","1645","1645","1635","616","1008005","39860721134","24260938"
"198080","캐프","KOSDAQ","우량기업부","2337","-13","-0.55","2360","2365","2330","38721","90802026","50327727345","21535185"
"210120","캔버스엔","KOSDAQ","중견기업부","1274","-12","-0.93","1286","1286","1243","727187","917515763","30044238770","23582605"
"050110","캠시스","KOSDAQ","중견기업부","862","-3","-0.35","865","873","840","124924","107051323","63636389716","73824118"
"452300","캡스톤파트너스","KOSDAQ","중견기업부","3090","-15","-0.48","3110","3155","3090","23321","72407963","43571332950","14100755"
"451760","컨텍","KOSDAQ","기술성장기업부","8700","-40","-0.46","8880","8880","8690","7252","63259690","132694105200","15252196"
"900310","컬러레이","KOSDAQ","외국기업(소속부없음)","690","-4","-0.58","694","694","679","103645","71025718","44188755750","64041675"
"078340","컴투스","KOSDAQ GLOBAL","중견기업부","39500","-100","-0.25","39500","39750","39050","31535","1238237450","503141322500","12737755"
"063080","컴투스홀딩스","KOSDAQ","중견기업부","22800","-200","-0.87","23100","23150","22700","5651","128804150","150370377600","6595192"
"307930","컴퍼니케이","KOSDAQ","중견기업부","6270","-10","-0.16","6320","6330","6160","54263","338859210","97874700000","15610000"
"079190","케스피온","KOSDAQ","벤처기업부","478","4","0.84","474","480","472","33665","16012928","18333935692","38355514"
"263700","케어랩스","KOSDAQ","중견기업부","5340","10","0.19","5250","5480","5200","81054","430959310","103671828000","19414200"
"214370","케어젠","KOSDAQ","벤처기업부","50700","300","0.60","52600","52900","49600","186451","9534276575","2723350500000","53715000"
"221980","케이디켐","KOSDAQ","우량기업부","11320","-30","-0.26","11330","11330","11300","426","4816890","45673936000","4034800"
"038530","케이바이오","KOSDAQ","중견기업부","281","-3","-1.06","285","286","277","336153","94089439","32515731507","115714347"
"001620","케이비아이동국실업","KOSPI",,"493","1","0.20","495","495","488","31117","15322827","54867464283","111293031"
"192250","케이사인","KOSDAQ","벤처기업부","11110","-290","-2.54","11350","11390","11110","67327","754782130","78515758750","7067125"
"431190","케이쓰리아이","KOSDAQ","기술성장기업부","4615","50","1.10","4550","4665","4525","24034","110254910","34549929830","7486442"
"029460","케이씨","KOSPI",,"22100","-350","-1.56","22750","22750","21950","25554","565676700","292410912300","13231263"
"115500","케이씨에스","KOSDAQ","중견기업부","9620","80","0.84","9710","9720","9480","50573","484736190","115440000000","12000000"
"281820","케이씨텍","KOSPI",,"32900","100","0.30","33100","33150","32300","40993","1344221650","680711626700","20690323"
"089150","케이씨티","KOSDAQ","중견기업부","3815","-45","-1.17","3920","3920","3760","297842","1138790633","65427250000","17150000"
"025880","케이씨피드","KOSDAQ","우량기업부","2870","0","0.00","2850","2900","2850","66395","190896888","47974512460","16715858"
"093320","케이아이엔엑스","KOSDAQ","우량기업부","82700","200","0.24","83400","83600","82000","8644","715553400","403576000000","4880000"
"093640","케이알엠","KOSDAQ","투자주의환기종목(소속부없음)","4650","-70","-1.48","4700","4745","4615","22207","103187896","151700907150","32623851"
"073010","케이에스피","KOSDAQ","우량기업부","4800","215","4.69","4670","4835","4635","982889","4659122981","192918000000","40191250"
"105330","케이엔더블유","KOSDAQ","중견기업부","4275","-25","-0.58","4310","4310","4250","15782","67519937","68656619700","16060028"
"053080","케이엔솔","KOSDAQ","우량기업부","10670","-100","-0.93","10800","10840","10600","11250","120144350","138707940690","12999807"
"199430","케이엔알시스템","KOSDAQ","기술성장기업부","10200","-480","-4.49","10730","10740","10180","212376","2198767740","110952672600","10877713"
"432470","케이엔에스","KOSDAQ","벤처기업부","10720","-180","-1.65","10870","10940","10670","3823","41301080","94031080320","8771556"
"272110","케이엔제이","KOSDAQ","우량기업부","17280","-220","-1.26","17520","17710","17020","41942","718827950","138678825600","8025395"
"039420","케이엘넷","KOSDAQ","중견기업부","2925","-45","-1.52","2955","2970","2890","135100","394208530","70652585250","24154730"
"083550","케이엠","KOSDAQ","중견기업부","3065","10","0.33","3085","3085","3040","3718","11368130","39694468655","12950887"
"032500","케이엠더블유","KOSDAQ","중견기업부","12400","170","1.39","12290","12450","12100","34948","429658920","499664534800","40295527"
"225430","케이엠제약","KOSDAQ","벤처기업부","648","-3","-0.46","651","659","644","47598","30865196","18070808400","27887050"
"102370","케이옥션","KOSDAQ","기술성장기업부","4605","-115","-2.44","4715","4715","4515","387868","1784896927","125390512050","27229210"
"068100","케이웨더","KOSDAQ","기술성장기업부","2980","-25","-0.83","3020","3050","2970","6401","19181745","29620049720","9939614"
"106080","케이이엠텍","KOSDAQ","중견기업부","1672","7","0.42","1710","1710","1645","89253","149080301","43406414128","25960774"
"455180","케이지에이","KOSDAQ","벤처기업부","5700","-10","-0.18","5760","6080","5520","1026913","5962709850","68936780400","12094172"
"381970","케이카","KOSPI",,"15760","0","0.00","15860","15860","15100","46239","729035715","769416564480","48820848"
"145270","케이탑리츠","KOSPI",,"964","-1","-0.10","967","968","958","44956","43277115","46330586136","48060774"
"036030","케이티알파","KOSDAQ","우량기업부","5190","-60","-1.14","5250","5260","5110","130230","672269580","254410078770","49019283"
"064820","케이프","KOSDAQ","우량기업부","7800","350","4.70","7520","7840","7410","432159","3284514750","241033478400","30901728"
"024880","케이피에프","KOSDAQ","우량기업부","4720","-30","-0.63","4740","4770","4690","23964","113235035","97622806560","20682798"
"042040","케이피엠테크","KOSDAQ","중견기업부","254","-2","-0.78","254","256","252","237964","60405218","49566975796","195145574"
"054410","케이피티유","KOSDAQ","중견기업부","3545","5","0.14","3540","3650","3540","2049","7275360","20300243980","5726444"
"258610","케일럼","KOSDAQ","중견기업부","1910","25","1.33","1885","1955","1865","56881","108577214","51163424030","26787133"
"274090","켄코아에어로스페이스","KOSDAQ","기술성장기업부","10560","30","0.28","10490","10590","10360","34551","362009570","138386160000","13104750"
"402420","켈스","KONEX","일반기업부","1985","-15","-0.75","1985","1985","1985","2","3970","4419681900","2226540"
"089010","켐트로닉스","KOSDAQ","우량기업부","24600","150","0.61","24400","25500","24000","346072","8602501500","377224911600","15334346"
"220260","켐트로스","KOSDAQ","우량기업부","4000","-45","-1.11","4045","4055","3975","38550","154101365","106233228000","26558307"
"176590","코나솔","KONEX","일반기업부","4840","-50","-1.02","4890","5000","4600","7503","35712460","28184931720","5823333"
"052400","코나아이","KOSDAQ","우량기업부","51100","-1100","-2.11","52100","52200","51000","27118","1391686750","744184170100","14563291"
"402030","코난테크놀로지","KOSDAQ","기술성장기업부","25750","50","0.19","26200","26200","25500","13210","340302050","295401116000","11471888"
"391710","코닉오토메이션","KOSDAQ","벤처기업부","2150","-85","-3.80","2285","2285","2135","2579657","5673082762","90439934900","42065086"
"046070","코다코","KOSDAQ","관리종목(소속부없음)","10280","0","0.00","0","0","0","0","0","159196994920","15486089"
"047770","코데즈컴바인","KOSDAQ","중견기업부","2160","-90","-4.00","2285","2375","2140","1970765","4487781490","81740020320","37842602"
"080530","코디","KOSDAQ","중견기업부","1351","1","0.07","1340","1362","1340","11534","15595785","74995192125","55510875"
"417310","코람코더원리츠","KOSPI",,"5870","40","0.69","5730","5890","5730","188185","1098585210","237148000000","40400000"
"357120","코람코라이프인프라리츠","KOSPI",,"4260","-40","-0.93","4300","4300","4255","81143","346473128","414648608040","97335354"
"104540","코렌텍","KOSDAQ","기술성장기업부","5490","30","0.55","5470","5500","5390","42677","231351480","70193712600","12785740"
"027050","코리아나","KOSDAQ","중견기업부","2665","-25","-0.93","2690","2710","2630","272247","730117896","106600000000","40000000"
"007815","코리아써우","KOSPI",,"6130","60","0.99","6020","6130","6020","70","425100","18173549700","2964690"
"007810","코리아써키트","KOSPI",,"12190","290","2.44","11940","12210","11800","58294","703168150","287936954690","23620751"
"00781K","코리아써키트2우B","KOSPI",,"6200","20","0.32","6180","6200","6180","4","24740","4858933800","783699"
"190650","코리아에셋투자증권","KOSDAQ","우량기업부","7020","-10","-0.14","7070","7070","6970","3759","26286375","44843760000","6388000"
"123410","코리아에프티","KOSDAQ","우량기업부","6010","290","5.07","5810","6080","5680","919246","5449675940","167324794640","27841064"
"003690","코리안리","KOSPI",,"10620","80","0.76","10640","10680","10510","131951","1401196140","2068999349220","194821031"
"036690","코맥스","KOSDAQ","관리종목(소속부없음)","2885","0","0.00","0","0","0","0","0","45885746130","15904938"
"049430","코메론","KOSDAQ","우량기업부","10850","-110","-1.00","10960","10960","10770","7785","84385730","98170800000","9048000"
"183300","코미코","KOSDAQ GLOBAL","우량기업부","83300","100","0.12","82200","84100","82200","87734","7314919600","871374977200","10460684"
"041960","코미팜","KOSDAQ","벤처기업부","5640","-10","-0.18","5700","5700","5520","91450","512374145","410780483160","72833419"
"089890","코세스","KOSDAQ","우량기업부","12430","430","3.58","12000","12630","11825","249690","3028890245","206151077660","16584962"
"360350","코셈","KOSDAQ","기술성장기업부","8030","-120","-1.47","8150","8150","8000","14507","116782865","45810909100","5704970"
"189350","코셋","KONEX","일반기업부","1979","254","14.72","1750","1979","1750","197","344979","9499200000","4800000"
"082660","코스나인","KOSDAQ","관리종목(소속부없음)","480","0","0.00","0","0","0","0","0","47827617120","99640869"
"192820","코스맥스","KOSPI",,"219000","2000","0.92","218000","220000","213500","63087","13709798500","2485542471000","11349509"
"044820","코스맥스비티아이","KOSPI",,"19490","170","0.88","19490","19800","19280","16844","329910390","187180420290","9603921"
"222040","코스맥스엔비티","KOSDAQ","중견기업부","3705","30","0.82","3650","3715","3630","27690","101602147","76426740000","20628000"
"241710","코스메카코리아","KOSDAQ","우량기업부","62200","-500","-0.80","62300","62800","61200","27812","1726538350","664296000000","10680000"
"005070","코스모신소재","KOSPI",,"45800","-1300","-2.76","47550","47800","45800","223552","10368902525","1488992624800","32510756"
"005420","코스모화학","KOSPI",,"17000","-240","-1.39","17460","17550","16960","98800","1695797360","652939876000","38408228"
"355150","코스텍시스","KOSDAQ","벤처기업부","10020","30","0.30","10000","10140","9900","23788","237562710","78129447000","7797350"
"169670","코스텍시스템","KONEX","일반기업부","6480","0","0.00","6480","6480","6480","51","330480","18587238480","2868401"
"071950","코아스","KOSPI",,"9090","-160","-1.73","9290","9465","8880","85913","779095995","29912644800","3290720"
"166480","코아스템켐온","KOSDAQ","벤처기업부","2315","-185","-7.40","2505","2545","2305","268744","641914936","76094920440","32870376"
"045970","코아시아","KOSDAQ","중견기업부","5350","10","0.19","5270","5440","5150","212378","1129523625","140784586600","26314876"
"196450","코아시아씨엠","KOSDAQ","중견기업부","914","-35","-3.69","949","949","899","1161663","1065765493","41422097948","45319582"
"384470","코어라인소프트","KOSDAQ","기술성장기업부","4800","140","3.00","4660","4830","4600","121100","569148071","86144121600","17946692"
"002020","코오롱","KOSPI",,"39700","-1150","-2.82","40550","41000","39600","103186","4155463200","501269112200","12626426"
"138490","코오롱ENP","KOSPI",,"6630","-10","-0.15","6700","6700","6610","11848","78677725","251940000000","38000000"
"003070","코오롱글로벌","KOSPI",,"8880","-170","-1.88","9200","9200","8860","37010","330891210","168122491440","18932713"
"003075","코오롱글로벌우","KOSPI",,"14900","0","0.00","14900","15000","14900","322","4800800","11036981300","740737"
"450140","코오롱모빌리티그룹","KOSPI",,"3977","2","0.05","3975","3980","3975","189266","752429402","249665123250","62777250"
"45014K","코오롱모빌리티그룹우","KOSPI",,"5915","5","0.08","5910","5920","5910","1403","8294965","14527949800","2456120"
"102940","코오롱생명과학","KOSDAQ","중견기업부","29150","-150","-0.51","29300","29450","28800","13393","390383350","362141731050","12423387"
"002025","코오롱우","KOSPI",,"19840","-1160","-5.52","20900","20900","19830","12853","258145845","21355577600","1076390"
"120110","코오롱인더","KOSPI",,"36100","450","1.26","35950","36150","35150","107964","3841816500","993439185100","27519091"
"120115","코오롱인더우","KOSPI",,"22600","0","0.00","22850","22850","22250","6362","142842100","62553636000","2767860"
"950160","코오롱티슈진","KOSDAQ","외국기업(소속부없음)","37900","-900","-2.32","38800","39400","37850","103422","3963670375","3145841935500","83003745"
"021240","코웨이","KOSPI",,"106100","-2700","-2.48","109300","109300","105200","91550","9741803400","7629559011300","71909133"
"033290","코웰패션","KOSDAQ","중견기업부","2170","0","0.00","2180","2180","2170","17643","38361395","121859173170","56156301"
"056360","코위버","KOSDAQ","벤처기업부","5130","10","0.20","5130","5140","5090","12709","64877470","50257584000","9796800"
"282880","코윈테크","KOSDAQ","우량기업부","12870","-120","-0.92","13010","13090","12820","14422","186138350","147610791900","11469370"
"121850","코이즈","KOSDAQ","벤처기업부","853","-14","-1.61","867","867","850","72260","61806287","26113891275","30614175"
"448710","코츠테크놀로지","KOSDAQ","벤처기업부","19360","-340","-1.73","19760","19780","19200","69211","1335071400","101845003040","5260589"
"126730","코칩","KOSDAQ","벤처기업부","11800","200","1.72","11590","11950","11590","24877","292817740","100340828000","8503460"
"015710","코콤","KOSDAQ","중견기업부","4020","0","0.00","4040","4050","3995","22276","89470030","70472610000","17530500"
"052330","코텍","KOSDAQ","우량기업부","8640","-110","-1.26","8750","8760","8590","47159","407205415","153460128960","17761589"
"322780","코퍼스코리아","KOSDAQ","중견기업부","1295","-23","-1.75","1318","1327","1282","192796","250686062","50355088210","38884238"
"036420","콘텐트리중앙","KOSPI",,"10490","-200","-1.87","10690","10700","10230","31501","329786285","202061610920","19262308"
"200130","콜마비앤에이치","KOSDAQ GLOBAL","우량기업부","15560","-490","-3.05","15860","15930","15510","296926","4661666815","457706082480","29415558"
"024720","콜마홀딩스","KOSPI",,"12970","-160","-1.22","13100","13130","12910","172647","2238293640","444822479230","34296259"
"294570","쿠콘","KOSDAQ","우량기업부","35300","-700","-1.94","36200","36400","35100","62455","2222847000","361990380500","10254685"
"192400","쿠쿠홀딩스","KOSPI",,"29550","-350","-1.17","29950","30350","29350","12345","365330150","1050862566750","35562185"
"284740","쿠쿠홈시스","KOSPI",,"26800","-100","-0.37","26750","27000","26750","8050","216019600","601320444000","22437330"
"317690","퀀타매트릭스","KOSDAQ","기술성장기업부","3805","65","1.74","3740","3850","3660","123249","462430003","73401513025","19290805"
"227100","퀀텀온","KOSDAQ","관리종목(소속부없음)","612","0","0.00","0","0","0","0","0","14770119384","24134182"
"432720","퀄리타스반도체","KOSDAQ","기술성장기업부","13080","130","1.00","12970","13480","12890","46668","611867390","184331364960","14092612"
"456190","큐라켐","KONEX","일반기업부","7000","0","0.00","0","0","0","0","0","12280002000","1754286"
"365270","큐라클","KOSDAQ","기술성장기업부","4170","-50","-1.18","4220","4280","4130","104420","436089925","58418176350","14009155"
"348080","큐라티스","KOSDAQ","투자주의환기종목(소속부없음)","1233","280","29.38","956","1238","943","14592455","17186026476","91072911312","73862864"
"060280","큐렉소","KOSDAQ","중견기업부","8240","-130","-1.55","8370","8470","8220","55100","457344725","338581517600","41089990"
"372320","큐로셀","KOSDAQ","기술성장기업부","36950","800","2.21","36150","37500","35800","55253","2035911700","531351382950","14380281"
"051780","큐로홀딩스","KOSDAQ","중견기업부","738","16","2.22","722","739","722","15319","11212513","17152776810","23242245"
"115180","큐리언트","KOSDAQ","벤처기업부","10520","100","0.96","10420","10810","10250","66320","702853580","366248666240","34814512"
"445680","큐리옥스바이오시스템즈","KOSDAQ","기술성장기업부","42825","-725","-1.66","43650","44000","42250","121077","5213760975","722652218325","16874541"
"182360","큐브엔터","KOSDAQ","우량기업부","17380","-780","-4.30","18140","18140","17210","153552","2679300035","260743276200","15002490"
"405100","큐알티","KOSDAQ","우량기업부","12330","-70","-0.56","12400","12400","12250","3613","44464430","151527081330","12289301"
"066310","큐에스아이","KOSDAQ","벤처기업부","7620","-40","-0.52","7660","7740","7550","11087","84081030","70649752020","9271621"
"136660","큐엠씨","KONEX","일반기업부","1800","-200","-10.00","1800","1800","1800","10","18000","4249710000","2360950"
"016600","큐캐피탈","KOSDAQ","벤처기업부","265","0","0.00","266","267","261","103148","27168749","47235484680","178247112"
"355390","크라우드웍스","KOSDAQ","기술성장기업부","6210","-110","-1.74","6320","6380","6200","58930","368326195","57802145940","9307914"
"264900","크라운제과","KOSPI",,"9130","0","0.00","9130","9210","9000","10551","96022400","114342750500","12523850"
"26490K","크라운제과우","KOSPI",,"9650","20","0.21","9700","9700","9640","267","2575780","7464854000","773560"
"005740","크라운해태홀딩스","KOSPI",,"7230","-110","-1.50","7390","7390","7130","43923","315780070","107346318810","14847347"
"005745","크라운해태홀딩스우","KOSPI",,"8200","0","0.00","8200","8200","8180","1488","12195890","4925953200","600726"
"259960","크래프톤","KOSPI",,"339500","2000","0.59","338000","340500","335500","66890","22659087250","16090000227000","47393226"
"096240","크레버스","KOSDAQ","우량기업부","13030","-60","-0.46","13090","13090","12950","27732","360980705","145130485400","11138180"
"040350","크레오에스지","KOSDAQ","투자주의환기종목(소속부없음)","335","6","1.82","328","348","321","517615","171570451","64723783205","193205323"
"215570","크로넥스","KONEX","일반기업부","557","-3","-0.54","580","580","540","109","59074","2828477749","5078057"
"110790","크리스에프앤씨","KOSDAQ","우량기업부","4485","-40","-0.88","4525","4525","4455","6258","28077450","105087855600","23430960"
"900250","크리스탈신소재","KOSDAQ","외국기업(소속부없음)","810","-5","-0.61","815","815","805","364533","295292234","105818403240","130640004"
"045520","크린앤사이언스","KOSDAQ","중견기업부","4050","-10","-0.25","4095","4100","4040","3461","14034980","26325000000","6500000"
"214150","클래시스","KOSDAQ GLOBAL","우량기업부","52200","-1000","-1.88","53200","53400","52000","185215","9699867100","3419395399800","65505659"
"466100","클로봇","KOSDAQ","기술성장기업부","18930","-20","-0.11","19190","19190","18530","953898","17933959400","468794616270","24764639"
"237880","클리오","KOSDAQ","우량기업부","14540","-200","-1.36","14770","14810","14430","43499","632424015","262757472620","18071353"
"139670","키네마스터","KOSDAQ","중견기업부","2385","-5","-0.21","2390","2440","2370","5278","12569937","33673361850","14118810"
"020120","키다리스튜디오","KOSPI",,"4005","-40","-0.99","4070","4085","3945","144018","575336202","148440382830","37063766"
"475430","키스트론","KOSDAQ","중견기업부","5280","-10","-0.19","5270","5320","5240","19872","104725020","94238020800","17848110"
"487720","키움제10호스팩","KOSDAQ","SPAC(소속부없음)","2085","-5","-0.24","2080","2090","2075","119","247540","8819550000","4230000"
"489480","키움제11호스팩","KOSDAQ","SPAC(소속부없음)","2020","5","0.25","2025","2025","2010","33772","68005445","13332000000","6600000"
"039490","키움증권","KOSPI",,"204500","-500","-0.24","205000","206000","199300","82950","16873921450","5352904678500","26175573"
"054780","키이스트","KOSDAQ","중견기업부","4230","-70","-1.63","4305","4380","4210","69422","294404697","82687164390","19547793"
"256940","킵스파마","KOSDAQ","벤처기업부","12500","670","5.66","12610","12770","11720","243551","2986937030","250976837500","20078147"
"336040","타스컴","KONEX","일반기업부","3000","0","0.00","3000","3100","2900","29","85600","14053602000","4684534"
"219130","타이거일렉","KOSDAQ","중견기업부","16940","30","0.18","17340","17340","16440","48975","814951200","106964072600","6314290"
"346010","타이드","KONEX","일반기업부","1300","0","0.00","0","0","0","0","0","6318080600","4860062"
"318660","타임기술","KONEX","일반기업부","1999","-196","-8.93","2190","2190","1870","6712","12648579","4302049899","2152101"
"476710","타조엔터테인먼트","KONEX","일반기업부","16000","0","0.00","0","0","0","0","0","16000000000","1000000"
"434190","탈로스","KONEX","일반기업부","5790","-10","-0.17","5800","5990","5410","1603","8789970","42669022860","7369434"
"336680","탑런토탈솔루션","KOSDAQ","중견기업부","4155","70","1.71","4100","4250","4080","74531","310822922","162649793490","39145558"
"360070","탑머티리얼","KOSDAQ","우량기업부","23300","-200","-0.85","23900","23900","23300","22633","531663200","189744551900","8143543"
"180060","탑선","KONEX","일반기업부","9480","-70","-0.73","9500","9500","9270","341","3197380","88615873680","9347666"
"065130","탑엔지니어링","KOSDAQ","중견기업부","3715","-30","-0.80","3750","3775","3625","12308","45330264","60667740630","16330482"
"134580","탑코미디어","KOSDAQ","중견기업부","2610","-40","-1.51","2655","2790","2590","937051","2501874576","128657728890","49294149"
"014580","태경비케이","KOSPI",,"4915","-10","-0.20","4990","5000","4905","79665","393581327","135570936500","27583100"
"015890","태경산업","KOSPI",,"5440","130","2.45","5690","5690","5350","544948","2993005500","159004400000","29228750"
"006890","태경케미컬","KOSPI",,"9860","160","1.65","9890","9940","9750","18740","184401315","114376000000","11600000"
"023160","태광","KOSDAQ","우량기업부","24900","1150","4.84","24100","25450","24100","628899","15718745650","659850000000","26500000"
"003240","태광산업","KOSPI",,"868000","-45000","-4.93","923000","923000","865000","3535","3121817500","966431200000","1113400"
"011280","태림포장","KOSPI",,"2005","-5","-0.25","2010","2015","1993","54631","109209474","141965909700","70805940"
"323280","태성","KOSDAQ","중견기업부","29100","-650","-2.18","29600","29900","29050","148208","4356259900","887571243000","30500730"
"053620","태양","KOSDAQ","우량기업부","6580","30","0.46","6570","6580","6540","585","3838370","56588000000","8600000"
"052960","태양3C","KONEX","일반기업부","3800","200","5.56","3800","3800","3800","10","38000","18570896400","4887078"
"004100","태양금속","KOSPI",,"2180","-85","-3.75","2265","2285","2140","390758","852870091","80006000000","36700000"
"004105","태양금속우","KOSPI",,"3175","-105","-3.20","3225","3255","3125","56109","177964970","10477500000","3300000"
"116100","태양기계","KONEX","일반기업부","600","36","6.38","564","600","537","13849","7685484","4463991600","7439986"
"009410","태영건설","KOSPI",,"1860","-27","-1.43","1902","1904","1857","125496","233953857","547710245640","294467874"
"009415","태영건설우","KOSPI",,"5410","-130","-2.35","5540","5540","5340","397","2121960","3516359340","649974"
"044490","태웅","KOSDAQ","우량기업부","37500","50","0.13","37750","38900","37050","254550","9660853750","750276787500","20007381"
"124560","태웅로직스","KOSDAQ","우량기업부","3075","-30","-0.97","3115","3145","3060","110682","340684160","122141801325","39720911"
"001420","태원물산","KOSPI",,"3525","45","1.29","3500","3535","3470","2493","8707200","26790000000","7600000"
"191420","테고사이언스","KOSDAQ","벤처기업부","17910","1280","7.70","16510","18990","16510","42430","755426065","145229216940","8108834"
"073640","테라사이언스","KOSDAQ","관리종목(소속부없음)","654","0","0.00","0","0","0","0","0","69571715580","106378770"
"066700","테라젠이텍스","KOSDAQ","벤처기업부","2905","15","0.52","2895","2905","2860","24747","71370895","107927652280","37152376"
"095610","테스","KOSDAQ","우량기업부","29950","-50","-0.17","30050","30200","29850","108269","3252742950","592058368700","19768226"
"055490","테이팩스","KOSPI",,"15200","-310","-2.00","15580","15950","15160","7031","107805725","72498680000","4769650"
"308700","테크엔","KONEX","일반기업부","199","0","0.00","0","0","0","0","0","1472600000","7400000"
"064520","테크엘","KOSDAQ","중견기업부","2035","-80","-3.78","2115","2115","2015","12777","26081675","45484411170","22351062"
"089030","테크윙","KOSDAQ","중견기업부","30800","-300","-0.96","30700","31100","30200","239812","7331980250","1150492266000","37353645"
"258050","테크트랜스","KONEX","일반기업부","434","56","14.81","434","434","434","14","6076","4337501028","9994242"
"054450","텔레칩스","KOSDAQ","우량기업부","12290","90","0.74","12200","12310","12010","40578","493244625","186122623570","15144233"
"078000","텔코웨어","KOSPI",,"13850","220","1.61","13730","13850","13590","3838","52773665","127975066450","9240077"
"200230","텔콘RF제약","KOSDAQ","중견기업부","3735","-65","-1.71","3575","4405","3265","9561572","38095710354","44913460905","12025023"
"214420","토니모리","KOSPI",,"10260","-160","-1.54","10490","10490","10030","72603","748605560","246802237740","24054799"
"393210","토마토시스템","KOSDAQ","기술성장기업부","6060","-90","-1.46","6140","6160","6050","55785","339064780","94624136640","15614544"
"475960","토모큐브","KOSDAQ","기술성장기업부","37700","-2200","-5.51","40050","40050","37350","285100","10929666600","499686129800","13254274"
"215480","토박스코리아","KOSDAQ","중견기업부","2375","0","0.00","2375","2400","2340","4926","11665175","21802500000","9180000"
"051360","토비스","KOSDAQ","우량기업부","17130","-110","-0.64","17300","17300","17050","26528","454863945","275228703540","16067058"
"045340","토탈소프트","KOSDAQ","벤처기업부","9120","-250","-2.67","9370","9380","9030","157528","1444097335","78049324800","8558040"
"108230","톱텍","KOSDAQ","우량기업부","4620","40","0.87","4550","4625","4495","81756","373156204","175667391900","38023245"
"079970","투비소프트","KOSDAQ","관리종목(소속부없음)","596","0","0.00","0","0","0","0","0","6807796888","11422478"
"199800","툴젠","KOSDAQ","기술성장기업부","30000","-100","-0.33","30450","30450","29650","3251","97336950","257476650000","8582555"
"417790","트루엔","KOSDAQ","벤처기업부","8880","40","0.45","8850","8920","8800","5236","46407825","97676892000","10999650"
"290090","트윔","KOSDAQ","벤처기업부","8220","-150","-1.79","8500","8500","8220","3807","31606930","61159002960","7440268"
"026150","특수건설","KOSDAQ","중견기업부","6850","-80","-1.15","6860","6960","6850","29884","206143365","120192367350","17546331"
"464280","티디에스팜","KOSDAQ","중견기업부","10380","-220","-2.08","10610","10630","10360","22358","233734560","57401400000","5530000"
"117730","티로보틱스","KOSDAQ","벤처기업부","10840","-350","-3.13","11230","11240","10810","84346","920901365","203597855600","18782090"
"033830","티비씨","KOSDAQ","중견기업부","689","-5","-0.72","693","700","686","495055","341949383","68900000000","100000000"
"057680","티사이언티픽","KOSDAQ","벤처기업부","1170","-35","-2.90","1206","1226","1152","216658","253022669","83360746170","71248501"
"204610","티쓰리","KOSDAQ","벤처기업부","2290","-35","-1.51","2380","2380","2280","170924","393053850","141067938800","61601720"
"125020","티씨머티리얼즈","KOSDAQ","중견기업부","4475","15","0.34","4520","4520","4405","71125","316209252","153169472125","34227815"
"064760","티씨케이","KOSDAQ GLOBAL","우량기업부","110400","-300","-0.27","109700","111400","108800","19055","2108087300","1288920000000","11675000"
"246710","티앤알바이오팹","KOSDAQ","기술성장기업부","2855","-10","-0.35","2870","2870","2750","95546","267369390","61516193940","21546828"
"340570","티앤엘","KOSDAQ","우량기업부","54300","500","0.93","54200","54500","53600","18047","977891200","441350400000","8128000"
"043220","티에스넥스젠","KOSDAQ","관리종목(소속부없음)","171","0","0.00","0","0","0","0","0","27227331873","159224163"
"277880","티에스아이","KOSDAQ","우량기업부","5520","0","0.00","5520","5520","5430","28586","156329455","111538488960","20206248"
"131290","티에스이","KOSDAQ","우량기업부","37850","200","0.53","37750","38250","37450","25878","978146400","418675087650","11061429"
"019180","티에이치엔","KOSPI",,"5160","180","3.61","4900","5390","4830","1073171","5566486008","92880000000","18000000"
"425420","티에프이","KOSDAQ","우량기업부","38400","2350","6.52","36050","38700","35225","282640","10570796400","437030400000","11381000"
"484810","티엑스알로보틱스","KOSDAQ","중견기업부","12370","-190","-1.51","12650","12650","12150","85442","1049112665","191127818550","15450915"
"131100","티엔엔터테인먼트","KOSDAQ","중견기업부","1643","-17","-1.02","1660","1660","1634","17233","28360824","46083278036","28048252"
"356860","티엘비","KOSDAQ","우량기업부","29050","600","2.11","28900","29500","28350","157526","4564662700","285637901500","9832630"
"413300","티엘엔지니어링","KONEX","일반기업부","2565","-285","-10.00","2890","2890","2425","16","39405","3466635975","1351515"
"363280","티와이홀딩스","KOSPI",,"3125","-190","-5.73","3315","3345","3125","146014","468003219","157591462500","50429268"
"36328K","티와이홀딩스우","KOSPI",,"5320","-280","-5.00","5620","5700","5320","3988","21608630","6612834480","1243014"
"321550","티움바이오","KOSDAQ","기술성장기업부","5090","50","0.99","5030","5160","5010","18964","96607775","137959914810","27104109"
"091810","티웨이항공","KOSPI",,"1860","-11","-0.59","1873","1885","1859","181600","338748849","400604895360","215378976"
"004870","티웨이홀딩스","KOSPI",,"588","-2","-0.34","591","598","586","98134","57872212","66540134472","113163494"
